0,1,2,3,4,5
PSMB2,CTPS1,AJ009632.2,POLD2,AC022872.1,ATXN10
AHSA1,SEC61B,AC079907.1,HMGN3,LINC02568,UBR5
PA2G4,SEM1,AL356966.1,CISD3,AC092296.2,RGS12
GLRX,NENF,AL157938.3,SSR3,AC103691.2,BMERB1
PSMA6,ATP5F1E,ITPK1-AS1,BCL3,AC055855.1,C1D
TSPAN13,ACLY,Z94160.1,GTF3A,LINC01641,AHI1
DCXR,S100A3,KIAA1614,TPT1,LINC02206,ROCK2
YWHAB,GLIPR2,STARD9,NDUFV1,ANGPTL3,FNBP4
STMN1,LAPTM4A,AC011471.2,MRPS18C,AC026992.2,LTBP2
RPS13,EIF4EBP1,DUOX1,RHEB,AC027237.4,LUZP1
IMP3,CAVIN3,ZNF793,TMSB4X,AC099794.1,OTUB1
MPST,RAC1,UCP3,RPL22,AC093503.2,SEC22A
RPL13,HMGN1,KCNC1,UBE2S,AC084756.1,WDR25
RPL9,PLK2,AC020663.3,CBR1,HDC,PDZD11
GLRX5,MRPL41,MAPK10,ARL6IP5,GLIS1,SS18
RPL21,EPB41L2,SVEP1,AKAP12,TYROBP,ALYREF
MRPS33,HOMER3,AC015849.4,MANF,GPR176-DT,HACD2
JUP,EIF6,AC234772.2,GNB2,AC020658.5,MBD5
SF3B6,B4GALT1,GTF3C2-AS1,MRPS24,SMYD3-IT1,FXR2
RNF7,IFT22,AL157400.3,UBE2V2,SCGB2B2,CLINT1
RPL36,UACA,AC015871.4,SRA1,LTK,SFPQ
HMGB1,REXO2,LCAT,CHPT1,AC090510.2,NRG1
SRSF3,PYURF,AC104162.2,PAM16,WNT3A,TRNAU1AP
ETFB,NDUFA11,AC005609.4,RPL10A,AL451007.3,LAMTOR2
NSA2,UBE2Q2,AC138028.1,MZT2B,AC103858.3,ATG2B
NUTF2,TTC3,DISC1,DUSP23,DIO1,NRAV
ELP5,PPP4C,CU639417.4,CANX,AC022306.3,ENKD1
ATP6V1F,RHOB,AC007193.1,PDAP1,AC099796.2,PAIP1
GCNT3,SERPINB6,AC009404.1,AIMP1,AC100835.2,EML2
ATP5IF1,DBN1,MIR17HG,ATP6V0C,ACBD3-AS1,HOOK3
STRAP,NOSIP,ZBED6,CNBP,TTC9B,PRMT5
SPP1,CCN1,SPDYE16,PA2G4,AC104534.1,SLC16A2
PSMB5,NOP53,Z97832.2,ATP5MF,AC051619.11,THOC7
YIF1A,PEPD,AC135050.1,CHCHD5,AC025580.2,ACTR10
RPL13A,THBS1,PDZD2,STEAP1,AC023300.2,PNP
TMEM147,LIMS1,PLIN4,TUBB,AL662889.1,MAGED1
CDKN3,SLC39A10,AL031714.1,TRAP1,INSYN1-AS1,RPS26
POLR2C,ZMAT2,AC109454.2,ME1,AC090971.2,XRCC3
RPLP1,LAMTOR1,SUMO4,PIGP,FGF21,TTC33
NINJ1,ATP5IF1,AL358115.1,BCCIP,PTGIR,TRIAP1
UBA52,COX7A2L,GOLGA6L4,SDHB,TEX26-AS1,KIF21A
RPL10A,LAMTOR2,ATR,RPS28,AL035661.2,ZNF213-AS1
SEC61G,GNG12,KCNA7,NME3,AL138999.1,ZNHIT3
GGCT,COPRS,AC008569.2,PPP1R14A,CCNA1,RTRAF
ARL3,BCL7C,EYS,AK2,CST4,REST
MLEC,RNF7,AC011405.1,ANP32A,LINC00571,NDUFB11
RAB10,NBDY,AL627422.2,MTHFD2,AL354809.1,BCLAF1
MDH2,HNRNPA0,LINC01619,COX6C,STPG4,CLIC4
S100P,POLR2G,AC100786.1,RBCK1,RSPO1,STX16
UBE2T,TMEM14C,SLC9A5,ATP6V1F,AC016722.2,ARRB2
RPS10,RPL36AL,AC139887.4,GLRX2,AL049651.2,RBMX2
RPL34,MYL12A,CFB,LTBR,SLC24A3,RHOD
NHP2,YWHAZ,LRIG2,MRPL54,AL136090.2,TFE3
RPSA,SIGIRR,AL109615.4,MRPS15,LINC01050,MRPL13
NTMT1,ALDH1A1,MARCH1,HDDC2,AL162713.2,ANKIB1
ARHGDIA,PEBP1,AL138824.1,TIMM10,AL356055.1,BPHL
RPS6,TAF10,AL133284.1,PPP1R35,AL442071.2,ARPC1A
MRPS26,SF3B5,ASB18,PCBD1,AL121782.1,CASP6
RPL35A,ILF2,AC021851.2,BEX3,SPERT,PRDX5
THOC7,IGBP1,STON1,MRPL34,LINC00654,TBC1D20
SRXN1,SERPINE2,PHACTR1,GALE,AL121757.2,RNF113A
SNX3,AC010642.2,AL589863.1,PSMA7,CPB2,NUP62
EIF5,NAV1,STXBP5-AS1,FLOT1,AL136301.1,RAB34
FGA,PSMB6,ABCC9,CD24,PCDH20,IDH3B
ANAPC16,ARL2BP,LRIG2-DT,CDC25B,AL121890.3,INA
ANXA5,SNHG19,AC021491.2,PRDX3,PRND,EDF1
ATP5F1D,TSPO,AC132192.1,CEBPD,AL031670.1,MGLL
ATP5ME,FDX1,AP001469.3,TMEM238,SIRPB1,SZRD1
AHCYL1,C14orf119,PCDHGA10,BASP1,LINC00355,SNX3
TPRKB,MICOS10,AL121652.1,DTYMK,C20orf202,LIPH
DTYMK,SNF8,AC068987.3,EEF1A2,FRY,RAD21
SEC11C,RPS10,DNAH1,PSMA5,AL110115.1,RPS20
CCT4,CORO1C,AC021851.1,OSTC,AL159972.1,PMAIP1
RPL14,PGRMC2,AC005899.5,CHCHD1,COL8A2,NUTM2B-AS1
SPTSSA,TCIM,AC002553.1,ANTKMT,HCAR1,ABCD3
GSR,BAX,AC092794.1,GTF3C6,PITPNM2-AS1,OSBP
PLPP2,SLC25A6,HRNR,XBP1,LINC01711,THOC3
MRPS11,RBX1,AC019257.1,NUCB2,AL133230.1,NGLY1
EMC4,ERH,U73169.1,YBX1,AL009181.1,USP8
LITAF,H2AFV,BICDL1,CCDC59,AC068768.1,NCOR2
ODC1,CCDC90B,AC036108.3,CNPY2,TMEM200B,MAVS
RPS3A,CTDNEP1,KCNT2,SNRPA1,AC007381.1,CHST11
RAD23A,PPP1R12A,TAS2R30,MRPL20,AC068790.6,IFT20
AURKAIP1,WDR83OS,ALS2CL,GLRX3,LINC00943,TBCK
PRDX6,AATF,RGS11,PLAUR,AC140121.1,POLR2L
POLR1D,SLC25A3,ASB16,SNCG,LINC02418,RSPH3
POLR2F,S100A16,AC020658.3,COPS5,AC095350.1,KISS1R
PRMT1,DDX10,MIR133A1HG,ATP5MC2,AL008726.1,CALD1
NDUFA11,ITGAE,AC138207.7,HIKESHI,LINC01257,PGF
UQCC3,PTBP3,AL512770.1,FIBP,AC073578.1,YAP1
NDUFB3,TRAM1,AC008149.2,RRM2,AL034422.1,IRF2BP2
RFK,PRDX6,AL121827.2,PRDX6,AC138466.3,RPL28
MRPS2,RHOC,ERAP1,UBE2D3,AC148477.3,UBE2B
PTTG1,DIO2,AC007292.2,TRAPPC2L,AC092839.2,LYPLAL1
RPS12,GTF2H5,AC232271.1,REX1BD,BPIFA1,FAS
LYPLA1,RBM8A,AC133550.3,RPL13,GJB6,MRPS23
ECHS1,ACSL4,MIA3,EIF3G,AL590096.1,NPHP1
PSMB1,GADD45A,AC114763.1,EEF1E1,AL512652.1,TGFBR1
LACTB2,FAM50A,RYR3,PPARG,AL034550.3,MLLT10
POLDIP2,TUBA1C,AC087521.2,RRP7A,ATP12A,DMKN
VDAC2,SLC26A2,AP002784.1,ATXN10,SHISA2,LINC00662
NDUFAB1,UBE2R2,ZBTB46,CINP,GPR12,RPLP0
RHEB,SUMO1,PCDHGA9,UQCRC1,TEKT2,PPP1R14A
NEDD8,EMD,AQP7,PARK7,LINC00364,MKKS
CHCHD5,LUZP1,AC025423.1,NOL7,ZNF132,PFN1
RSL24D1,TBCB,CACHD1,EDEM2,FAM181A-AS1,INAFM1
MRPS24,UBE2H,ZDHHC23,PSMA6,AL390800.1,SLC35A1
ZNF593,CIB1,ERP29,DPYSL2,LINC02303,ARHGAP12
NUCKS1,JADE1,AC110769.2,MMADHC,KLK8,TMEM70
FKBP4,DUSP23,C3,ATP5IF1,AC010325.2,NRBP1
CCT3,ZBTB38,CNTNAP3B,SH3BP5,AC018766.1,RUVBL1
SUMO1,BICC1,SLC26A4-AS1,MRPL42,AC011495.2,ARPP19
CCND1,ISCA2,AC090206.1,NQO1,AL591767.1,MGAT1
SNRPA1,UBL5,AL450992.1,MRPL12,FRMD6-AS2,TSC1
SKP1,CIAO2B,AL162431.1,RBIS,CGB7,SUMO1
HSPD1,IFT81,AC023283.1,CIAO2B,OTOF,IL32
ME1,FSTL3,AC098818.2,EXOSC4,DRC1,RPS8
MRFAP1,CENPV,GHRL,RPL32,AL049838.1,TRPC4AP
FXYD2,PIN4,AL450306.1,CARS2,CGB3,EML1
TESC,TEAD1,LINC00106,PBX1,KCNH5,JADE1
C12orf57,PYCARD,AL589935.1,MTG1,AL049869.3,PIP4P1
AP1M2,ALPK2,SPON1,EHBP1,FAM228A,ZNHIT2
NDUFB11,NAA10,OSMR,COPZ1,LINC02290,DNAJA3
CHCHD3,ABRACL,FBN1,CALR,FAM169B,LAPTM4B
MRPL54,TUBB6,AC107021.2,MRPL13,AL121820.3,BPTF
ANP32E,MAP1LC3B,AC008875.1,GAMT,AL391262.1,ENY2
RPS7,MORF4L1,AC114802.1,PRELID3B,AC022154.1,IMPAD1
RPL5,HNRNPC,AC245052.4,VTI1B,AC008403.2,DLL3
RPAIN,MKNK2,AC009271.1,SNX17,VSNL1,RAB10
ROMO1,CIB2,AL390961.2,ACOT13,MYCN,TCERG1
RSL1D1,PAPPA,AFAP1-AS1,EIF3I,LINC02311,GLCE
DYNLRB1,BAAT,ACPP,EXOSC8,AC010519.1,ANKMY2
GADD45GIP1,MCTS1,RBM5-AS1,SERP1,MKNK1-AS1,FBXO22
MRPS17,TCEA2,Z69720.1,PSMF1,AL135818.1,AL031595.3
PTP4A2,MXD4,CDC42-IT1,HSPE1,AL133153.2,THAP2
SERP1,EMC4,PLCG1-AS1,SNAPC1,LINC00570,UBALD1
MRPL22,DENR,AL596247.1,RNPEP,AL121809.1,NAP1L1
UBE2L3,ROMO1,GPM6B,LYPLAL1,KLK11,LDHA
TAF9,BAD,CFI,MRPL57,AL137244.1,MAP2K3
SSU72,RRAGA,AC245060.6,RPL37,AL132857.1,GPRC5A
SLC12A2,GNAI2,AC084782.1,FKBP4,MYCBP2-AS2,RPS25
SF3B5,OAZ1,LINC00618,RBX1,VN1R1,RAB4A
NDUFA3,BMP1,EIF1B-AS1,DNPH1,OBI1-AS1,RCOR1
C7orf50,RALBP1,Z98885.3,TRAPPC4,GPC6-AS2,UBE2H
ACP1,RSL24D1,CP,FAAP20,ZNF667-AS1,CASP10
CHORDC1,BABAM2,SUCNR1,MLST8,C19orf85,RAB18
SNAPC5,PDLIM2,FAM13A-AS1,MAGOHB,AL139289.3,HNRNPH2
PRELID1,CDKN1A,CDH9,TRAPPC5,AL161430.1,MAD1L1
MRPL24,FAM92A,AL139407.1,SF3B5,SLC15A1,IER2
POLE3,S100A2,NTN1,RPL24,AL139035.2,CCDC137
RUVBL1,PTPRF,AC092418.2,SNRPG,LINC00343,ADAM15
MTPN,VKORC1,SAMMSON,RPS29,FAM155A,ZNF706
NDUFC2,UQCRH,AC092535.2,MRPS33,C2orf91,OSBPL1A
NUDT5,HAS2,EPHA1-AS1,NTPCR,ZNF677,NFIA
SPR,MIR193BHG,TSSK3,PSMD4,AL139384.2,B3GALNT2
S100A10,POLR2J,AC022306.2,CALM3,AC022150.2,LSR
PSMA7,COX4I1,GRIN2C,MRPL24,SLC8A1-AS1,LSM2
FILIP1,SKA2,PRKY,SCP2,AL160396.2,S100A2
SSRP1,SDSL,FUT6,TALDO1,AC008750.3,TIMM50
NDUFAF3,ARPC4,AC005856.1,EBNA1BP2,CD33,MT2A
MRPL20,PPP1R14B-AS1,AP005131.6,NUDT5,LINC01297,KCTD3
COA6,ST13,AC016405.1,TMEM106C,OR4K17,RRP1B
H1FX,ITGB1BP1,PEX5L,CD55,OR5AU1,DTL
SPINT2,EIF1,SMCR2,SNRNP25,RNF212B,TOMM20
PBK,SELENOM,AC013391.2,MTDH,AL121655.1,ARCN1
BRK1,ATP6V1F,TBILA,COX5B,MIR4307HG,C5orf15
GINS2,DPH3,LINC01252,DNAJB11,AL352984.1,EXOSC1
PSMD14,ENAH,GRAMD2B,EIF3K,AC097724.1,EIF4ENIF1
SDCBP,MIF,SLC39A5,UQCC3,AL133304.3,SLC39A4
NDUFA2,PAFAH1B3,NCBP2-AS1,HSBP1,LINC02254,SCAPER
LAMTOR1,ENY2,PKLR,KDELR2,AC022966.1,SNX17
NDUFS5,MARCKS,AP000266.1,BANF1,SLC7A10,FAM210A
COPS9,CUTA,OR2B11,FLYWCH2,SERPINB2,CYCS
GCSH,UQCR11,SSPO,THAP7,LINC02094,PANK2
RPL30,ECHS1,ZNF471,PGD,AC115989.1,TJP3
SRA1,FIBP,STAR,VBP1,AC100843.1,GOSR2
EPHX1,JARID2,AL732292.2,VPS28,AC129926.1,AP3D1
MRPS16,CRIP2,AC022126.1,MEA1,LINC01704,MFHAS1
UPP1,TRAPPC5,ATP8A1,TOMM22,AC010761.5,SETD7
MRPS36,COA8,AL050403.2,CDK2AP2,AC024267.3,LINC02657
ATP5PO,TIMM22,RASA4,SUMO3,AC024267.6,IFT88
NT5C3B,PTTG1IP,AC103740.1,TMEM219,AC024267.4,NUDT6
RHOC,PSENEN,ATP2C2,LSM5,NTRK1,EIF3H
TUBG1,YY1,FAM157C,DCAF13,AC104564.2,RBM18
RPS19BP1,EIF3K,RPA4,HSPD1,AL590666.4,EDEM3
HSPA8,MTPN,AC008507.4,SELENOK,AC127024.3,KANK2
DUT,MCFD2,AC008906.1,ZNF503,AC090377.1,AC245297.3
POP7,RHOG,INHA,RPL36AL,UBL4B,SEC13
STEAP1,STMN1,AC010632.2,MRPL43,AC104365.3,DAPK1-IT1
TMEM123,KLF6,PLEKHG6,TMEM179B,AC084809.1,CEP89
RPS27,MAGOH,SLC2A14,POLR2K,FNDC8,ARHGAP17
PGAM1,RTF2,AL021918.5,TMEM18,AC016866.1,RPUSD2
CISD2,ARF6,SCARF2,DHRS4L2,CCL15,TMEM214
CSNK2B,LSM2,SLAMF7,PDLIM5,AC243773.2,RRP1
CA12,CFAP36,AC083806.2,DDX41,ZBTB7C,MT-ND2
COPZ1,NME1,AL022151.1,AK6,AC006441.3,SPINT2
RPS27A,STOML2,AL731559.1,RPS7,AC091178.2,TRAF2
DNPH1,ATP6V0D1,GSG1,TAF10,CHI3L2,ZMAT2
PPP1R14A,COX5A,AC083870.1,CD46,AC015563.1,MPZL1
CAPNS1,BZW2,LINC00504,EID1,DCST1,PRKRA
GLO1,SMAD7,LAMC3,SNHG6,KRT28,PAPOLA
CDK2AP1,DSE,AL358781.1,SSBP1,MEP1B,NPEPPS
ACOT13,RAP1B,CLDN11,MRPL18,GRAP,GNAI1
CNBP,CENPW,AC097634.1,UBE2L3,ATP1A4,BUD31
NDUFB7,TSPAN5,BACH1-IT1,FAM207A,AC036108.1,HNRNPK
RAD23B,MRPS21,CERS6-AS1,RPL36A,CASQ1,CCDC50
NARS,DMKN,AP003170.4,NDUFB11,AL031733.2,SCRIB
EIF3H,TOMM22,AC007687.1,HTATIP2,AC018462.1,MICOS10
SNU13,ATP5MC2,AC009120.4,RNF187,LINGO3,EXOC4
MRPL57,EEF2,AC131568.1,MRPL47,ILDR2,RPL23A
C11orf58,UQCRQ,AL034550.2,ZWINT,ONECUT3,IFT43
MORF4L1,NTAN1,AL136040.2,NOP56,AC095032.1,GNAQ
AREG,TIMP1,AL360270.1,SLC7A11,AL596087.3,USP1
SMIM26,PHF19,AC099520.1,ISG20,AL160171.1,ALDH3A1
NPM1,AC245041.2,AL359551.1,ATP5F1A,AIPL1,BBS9
PSIP1,SF3B6,FGL2,RPL7,BCL6B,CCDC157
HDDC2,C20orf27,AC245140.2,RPSA,ADAMTS4,N4BP2L2
RPL37,BOD1,AC009118.3,NDUFA12,AC004528.2,C9orf78
COX16,AC022613.1,AC092903.2,LAGE3,ARHGEF15,ST13
HTATIP2,PFKP,AC068987.1,ANXA3,AC135178.4,CAB39
PSMD11,GNG10,AC087175.1,ANAPC15,AC114341.1,CD99
CHCHD1,CKS2,LINC01583,MRPL28,PIK3R5,NR0B1
CHCHD10,SNX3,AL080317.2,CCDC124,LINC00683,ELK4
CAMK2N1,LSM1,C5orf17,LRR1,AC002347.1,VASP
PIN1,MALSU1,KLF7-IT1,PSMD13,AC015819.1,PPP1R12A
TYMS,NCOR2,FLRT2,EGR1,AC015908.2,DHX8
EBNA1BP2,SKP1,AC010809.2,SLC27A5,DNAH9,UCHL1
NAA20,SMAD2,AC005280.1,POLR2F,AC005358.2,KCTD1
NENF,NTRK3,L3MBTL1,OIP5-AS1,AC005304.2,MRPS35
HNRNPA2B1,VASP,CFLAR-AS1,MRPL15,TEKT3,TMEM65
HMGB3,DTD1,GPR75,COMMD7,AC040896.1,FADS2
DHRS3,NCS1,LINC00235,IMMP2L,AL591806.1,SPRYD4
ARRB2,CLNS1A,PCDHA11,COX7A2L,AC005324.5,SLC50A1
NME4,SMARCC1,AC016026.2,RPL13A,AC055811.3,TRIO
MRPL46,TPM3,AC004706.3,SNRPD1,AC020558.6,MRPL49
STOML2,CD70,RTN4RL1,PHLDA2,KRTAP1-1,ZC3H8
MRPS21,TWF2,COL4A3,ERH,AC009831.3,TWNK
ST13,HNRNPH3,LBHD1,OST4,DSG2-AS1,RHOQ
TMEM11,CMTM6,CARF,ATF4,KRT13,C19orf53
DUSP4,H2AFY2,AC032044.1,MRPL35,AC127496.5,ZBTB20
PAFAH1B3,HSBP1,AC012213.2,PQBP1,AC005962.1,CDC34
HMGN2,MRPS6,AL096701.3,SKP1,AC005962.2,ELOF1
PAM16,NT5C3B,AL139286.3,SNHG19,AC099850.3,LSM6
SAT2,PGLS,ANO9,PSMC1,TBX4,PRORP
ANXA2,P4HA2,AC087854.1,DNAJC19,AC018628.2,DALRD3
FKBP3,SEC11A,AC074194.1,NDUFS4,AC015923.1,PTBP3
CDC26,NDUFB6,AL353151.2,NDUFS8,AC243772.2,TNFRSF12A
PSMA1,AMZ2,AC159540.2,TMEM126A,SCN4A,CREBL2
CCDC124,RTRAF,ZNRF3-IT1,POLR2J,ICAM2,NBR1
SLC25A11,CNN3,AC107068.1,NDUFA3,PPIAL4G,PET100
SUB1,RAB14,AC004846.2,PIGF,AC005332.2,ST7
FAM177A1,CDK2AP1,ANTXR2,NDUFB4,AC007780.1,TDRD3
EIF2S2,EIF3I,AL157823.2,PON2,AC127496.6,BLOC1S6
NUDC,DYNLL1,TAS1R3,HPCAL1,LINC01497,OPTN
DKK1,CREM,AL158214.2,CHCHD3,LINC02798,RBM39
ITPA,OSBPL8,AC023906.5,RWDD1,AC124319.2,MPST
SPG21,RBFOX2,AC002551.1,UQCRFS1,AC087301.1,FN1
S100A16,CAPNS1,AC020978.5,PTGS2,AC087741.2,SLC20A1
CARHSP1,ARPC1A,P2RX7,SLC25A39,AC064805.1,UBE2K
FAM136A,PARD3,AL645465.1,VKORC1,LINC01979,NR1D1
CALM3,KCNG1,AC099845.1,MRPS26,USH1G,PDCD7
MAGOHB,HIGD2A,HCN3,PAICS,AC022211.1,BNIP1
STOM,PDCD7,CARD14,SSR1,AC011933.3,ZNF526
H2AFJ,CAP2,AC146507.3,RPS15A,AC087749.1,RBPMS
TXN2,DNAJB6,AC036214.2,RBM8A,AC015802.3,MIF4GD
CDC123,PRDX5,AL136115.2,MRPS12,ST6GALNAC2,RBBP5
METTL23,CDC26,AL353796.2,MGST1,AC068594.1,WBP11
MLF2,ATP5MF,AL049840.2,ECHS1,AC100791.2,BAG3
H2AFV,AVEN,ITGB6,NDUFS7,AL356356.1,MAN1A2
SNHG17,SELENOT,THRIL,LUCAT1,AC015845.1,EIF4A2
NANS,ATP5PD,ABCA12,PSMA2,AC004584.1,PCCA
UBE2N,TCTEX1D2,AC104564.5,FAM136A,LINC01254,EIF2B1
SOX2,UBXN1,AL445223.1,SOD1,AC110015.1,CDC42
RPS4X,RNF181,AC020656.1,DKC1,SHE,ARID1A
UFC1,AXL,AC012020.1,PPAN,AQP10,STK32C
HNRNPF,PFDN2,PCDHA5,SSRP1,CHST9,MTX2
NDUFB10,MYO10,AC025031.4,NPM3,AC090912.3,ARMCX6
VBP1,SPOCK1,LINC01239,GAS5,AC022809.1,EEF1D
PSMD12,FKBP8,REPS2,TFPI2,POTEC,FOXK1
TXNL1,DDIT4,AL162426.1,MRFAP1,AP005131.1,SNX8
SLPI,EGLN1,AC023024.1,CFAP298,AP005482.1,ZFYVE19
PNO1,PRMT1,PCDHB9,HRAS,LCE1C,CPNE3
NMB,NXT1,AC087623.3,TMEM167A,AC005180.2,C12orf75
FIS1,GAS5,AL031663.3,FAF2,AC005180.1,CDIP1
NOL7,IMPDH2,AC012645.2,RNASEH1,HIGD1B,CTSA
PSMD7,SDCCAG8,KIRREL1-IT1,NDUFA5,AP005432.2,OSTF1
BAG2,POP4,AP003392.1,CACYBP,CTXND2,AHCY
TFAM,HIKESHI,FGF23,B4GALT7,AC015936.1,BLVRB
UBA2,SRPK2,AC026740.1,RPS27,AP000897.2,AGPAT2
MAF1,MORC4,OLFML2B,CDKN2AIPNL,AP001496.2,METTL6
NDUFS4,IFI27L2,AC104472.5,DUT,AP001020.1,WDR76
ARHGAP18,UXT,AL358232.2,CZIB,AC002558.2,ZFP41
NNMT,NRBP1,KCNE1,PAGR1,AC040934.1,TMEM30A
MRPL3,FKBP3,AC007655.2,AHNAK,AL359915.1,TRMT10B
BRI3,GNB2,AC104596.1,ZNRD2,AL589765.6,TPI1
EXOSC5,RGS10,AF127936.2,CMC2,AC018521.6,RDX
TOMM22,MPG,AC021483.2,AHCY,THRA1/BTR,RAC1
CAPZA2,RUVBL2,AL442128.2,TPRKB,AL391069.3,EREG
COPS3,FEZ2,SH3BP5-AS1,ACP1,HSD3B1,AKR1B1
ARL6IP4,EIF3L,AL158832.2,RPS11,AC139149.1,CLGN
PUF60,HNRNPDL,TTC6,NEDD8,TMPRSS9,TBCE-1
RPL3,NDUFV1,AC018638.7,BUD31,ADCY10,FDXR
PSMA5,WDR1,AC079915.1,NDUFAF2,Z99943.1,AC010969.2
ENY2,EID2,ADAMTSL4-AS1,PDHA1,LAX1,MIR34AHG
RALY,MLF2,AL359220.1,PSMC3,AC007601.1,RBM15B
NDUFA7,SRP9,PTGS2,APOC1,NPIPA3,IP6K2
AUP1,VPS28,AC011092.2,RER1,AC136443.3,UNC50
APOH,CTSH,AC006946.3,TMEM141,AC136624.2,NDUFB3
SNRPB2,PARVA,CSMD2,MVB12A,AC009152.6,TUSC3
TUBA1C,WIPI2,ZNF681,GGH,AC099786.1,ZNF436-AS1
MRPS6,EVL,OIT3,HIST1H4C,AC093433.2,CYP51A1
TRIAP1,RAB3B,LINC02128,DDX39A,AC009152.1,CDKN2AIP
SCAND1,ADH5,AC084024.4,NDUFA13,SLC5A5,ATF4
PPP1CA,SNU13,AC009754.1,EIF6,AC010494.1,ATF3
POP5,CSRP2,AP000465.1,HMBS,AC130456.3,ICMT
TACO1,TCEAL9,FP326651.1,NIT2,ACSM2B,C1orf50
TM4SF18,MXRA7,KIRREL2,TMEM223,AC009019.1,NR1H2
POLR2G,NECTIN3,AC004771.1,THOC3,AC010319.4,HSD17B4
CCDC25,STAU1,PLEKHD1,SLC25A3,VWA3A,PCIF1
MRPL28,PDCD5,AL683813.1,DTD1,PRKCB,TMX4
SLC25A1,PSMB7,AC020911.1,CSNK2B,BISPR,AOPEP
PFDN6,PSMG1,MBOAT4,ADIPOR1,AC010463.3,DBN1
CNOT7,SPG21,AC018647.3,COMTD1,AC020913.3,PLAAT3
UBE2S,THBD,NEB,PGLS,NPIPB9,TOMM22
TIMM50,SEPTIN10,SORBS2,LINC01433,AC145285.3,FGD4
RHOA,NDUFAF2,AC018809.1,PCK2,AC009093.5,PLA2G12A
IFT20,MAP1LC3A,AC010542.2,TBRG4,AC009093.6,LARP6
ZMAT2,SEPTIN11,MEG9,IFRD2,NWD1,DIDO1
NKAP,CSNK1A1,SYCP3,HMGB1,SULT1A4,LINC01128
GRPEL1,SKIL,AC108463.3,ITPA,CIB3,SNRNP25
HINT2,LACTB2,AL590302.1,C18orf32,ZG16,HRAS
CDC25B,CFL2,AC108471.3,TMED3,AC009133.2,CYREN
BID,PRPF31,AC073114.1,TLCD1,AC008894.2,DRAM1
ZNF511,PPP2CA,AC132938.1,H2AFV,AC087190.2,TRIM13
NAA10,GADD45GIP1,AC022075.1,NUDCD2,AL596218.1,GAL
DANCR,CNFN,ATP6V1C2,AP1M2,LINC02767,HAGH
ATP1B1,MRPL14,AC018695.6,GOT2,AL133297.1,TPGS1
CTDNEP1,SRSF9,AC123768.3,HACD1,AC015660.3,AL121832.2
PSME3,C19orf53,ZNF506,DYNC1LI1,AC090164.3,LIMK1
MICOS10,PFDN4,LRRN4CL,GRK6,AC090164.5,SLC35E3
NSMCE4A,RAN,AC005726.3,CLPTM1L,AC140725.1,MCL1
MTHFS,MFSD12,AC011933.2,PAIP1,AL138789.1,RBMS1
ISCU,COX16,AL442003.1,PFDN6,LINC00664,CDK4
ZFAND5,NCBP3,AL731769.2,NDUFB7,HBA2,METAP2
DNAJA1,TRIAP1,KLHL3,DERL1,NHLRC4,PPFIA1
PYCARD,COA6,AC092691.1,LINC00467,AC010615.2,EIF5AL1
SMDT1,TNFAIP8,C5AR1,HDGF,AL360093.1,UBLCP1
UBE2I,EIF3H,AC025031.3,SELENBP1,AL929236.1,DUSP12
MED11,TSPAN3,SRD5A3-AS1,IMP4,AL031600.1,SLC25A32
PSMD9,HPRT1,AC099811.4,DKK1,AL031600.2,METTL9
BIRC5,TAF7,AL355916.2,SMOC1,LINC01993,ERCC1
MRPS18C,ASAP1,IL12A-AS1,DESI1,LINC01360,HMGN2
HNRNPK,CCBE1,AC073842.2,DECR1,NCAN,NMT1
BUB3,TSR3,AP001267.1,MRPL55,RNF151,MRPL42
PTPN12,MRPL36,RGPD8,MRPL17,NOXO1,LPCAT3
RTRAF,IER5L,AL132765.2,OTUB1,AC005606.2,SERPINE1
SRSF9,LIMCH1,DRC7,SFT2D1,AC005606.1,GGPS1
MRPL23,EDF1,C4orf19,HNRNPA2B1,PRSS21,AAK1
UFD1,TFPI2,TAS2R46,CDK2AP1,AC004034.1,DDX55
VAPA,HDGFL3,AL357568.1,CHMP5,LINC00514,TANK
GDI2,MRPS24,TMEM92-AS1,ARX,AJ003147.1,SOAT1
RBM42,CRK,AD000671.3,PDE3A,SYT14,SELENOF
UBE2V2,TNS4,MFNG,PNO1,AC023830.3,BABAM2
SRP19,BCAS4,AC008079.1,EFHD2,AL354872.2,CUL5
RNASE4,NDUFB9,ARHGAP4,UPP1,MIR205HG,ZNF146
SNHG29,GALK1,AC016745.1,SF3B6,AC012645.3,CBWD5
EIF4EBP1,TMEM183A,AC103702.1,TPD52L1,ABCC12,CFAP36
LSM10,ECI2,AC069029.1,DCTPP1,LINC01996,EMC6
NIFK,ACOT9,AC005695.3,GABARAPL2,AC027348.1,GLTP
UQCR11,SNHG16,AC092338.2,ECH1,AC116667.2,DCUN1D3
ATP5PB,IMP3,AC012076.1,PLGRKT,AC099508.1,CAMK2D
OXLD1,SPOP,AC078795.3,BOP1,AC009163.6,USP36
MRPL11,ISCU,AL139383.1,PIN4,OVAAL,TM4SF18
GPS1,LRRC59,AC009053.3,CCT6A,AC009141.1,NFIC
ERCC1,C4orf3,ASB11,NFIC,AC092802.4,GALNT11
SLC25A39,ADGRG1,MYCBP2-AS1,AGR2,AC009159.3,C12orf73
IRF2BP2,EIF5A,MTRNR2L4,NFYC,AC105411.1,NME1
